#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,PF
305,Zhuric Phelps,SMU,33,29.2,14.8,5.2,13.3,0.386,0.9,4.2,0.216,3.6,4.9,0.741,1.3,2.8,4.1,2.7,1.9,0.5,2.1,1.8,
306,Myles Rice,WSU,35,33.2,14.8,5.4,12.4,0.439,1,3.7,0.275,2.9,3.6,0.811,0.4,2.7,3.1,3.8,1.6,0.2,2.6,2.7,
307,R.J. Johnson,CHASO,28,33.5,14.8,4.4,11.1,0.394,1.4,3.5,0.384,4.7,5.3,0.885,0.2,1.8,2,3.1,0.7,0.1,2.1,2.2,
308,Kyrese Mullen,HMPTN,27,29.2,14.8,5.6,12.3,0.458,1.2,4.1,0.297,2.3,4.1,0.573,2.6,5.8,8.4,1.5,0.7,0.1,2.6,2.9,
309,Roger McFarlane,SELU,32,35.2,14.8,5.2,12.4,0.417,1.8,5.3,0.341,2.6,3.4,0.764,1.5,7.1,8.6,1.5,0.9,0.1,1.7,1.5,
310,DaQuan Smith,RADF,32,32.1,14.8,5.3,13.1,0.403,2,5.8,0.351,2.2,2.6,0.855,0.3,2.6,2.8,2,1,0.3,1.4,1.8,
311,Allen Flanigan,MISS,32,30.8,14.8,5,11.5,0.434,0.5,1.7,0.273,4.3,5.3,0.817,1.2,4.8,6.1,2.8,1.5,0.7,2.3,2.5,
312,Tariq Francis,NJIT,27,27.4,14.8,5.1,13.2,0.389,2.1,6.1,0.352,2.3,3,0.788,1.1,2.9,4.1,2.6,1.5,0.1,2,2.4,
313,Olivier Nkamhoua,MICH,26,33.5,14.8,5.9,11.6,0.512,1,3.1,0.333,1.9,2.8,0.671,1.9,5.2,7.1,2.7,0.6,0.8,2.8,2.4,
314,Pierre Brooks II,BTLR,33,32.9,14.8,5.5,12,0.456,2.4,6,0.406,1.4,2,0.692,0.6,3.3,4,1.1,0.5,0.2,1.5,1.1,
315,Khalif Battle,ARK,32,24.7,14.8,3.7,9.2,0.406,1.5,4.3,0.353,5.8,6.7,0.873,0.3,3,3.3,1.3,0.8,0.3,1.5,2.3,
316,Javontae Hopkins,PVAMU,28,32.4,14.8,5.1,12,0.426,0.4,1.6,0.267,4.1,6.6,0.622,1.9,2.6,4.5,1.9,1.1,0.4,2.5,2,
317,Nana Owusu-Anane,BRWN,31,32.6,14.7,5.2,11.2,0.468,0.7,2.3,0.31,3.6,5.2,0.685,3.3,5.5,8.8,2.1,1.3,1,1.8,3,
318,Jacari Lane,UNA,32,29,14.7,4.9,11.7,0.421,0.8,2.2,0.362,4.1,4.9,0.828,0.4,2.6,3,3.8,1.1,0.2,2.2,1.9,
319,Po'Boigh King,NCCU,29,31.6,14.7,4.9,11.2,0.436,1.6,4.7,0.333,3.3,4.4,0.764,1,3.8,4.7,1.6,1.1,0.2,2,2.4,
320,Jaden Seymour,ETSU,35,31,14.7,4.9,11,0.44,1.3,4.3,0.295,3.7,5.2,0.714,1.6,4.6,6.1,1.3,1.2,0.6,2.2,2.9,
321,Houston Mallette,PEPP,31,31.4,14.7,4.9,11.4,0.431,2.1,5.1,0.415,2.7,3.4,0.817,0.4,2.8,3.2,2.4,0.8,0.2,1.4,2.1,
322,Jamir Chaplin,UALR,34,33.9,14.7,5.6,9.7,0.584,0.9,2.4,0.361,2.5,3.5,0.714,2.5,4,6.4,1.9,1.3,0.6,1.4,2.6,
323,Ezra Manjon,VANDY,30,31.9,14.7,5.2,11.6,0.448,0.5,1.5,0.318,3.8,4.6,0.826,0.5,2.7,3.2,3.8,1.1,0.2,2.1,1.4,
324,Ben Humrichous,UE,24,29.5,14.7,5.1,10.6,0.484,2.2,5.3,0.414,2.2,2.9,0.757,1,3.8,4.7,1.9,0.7,0.9,1.2,1.2,
325,Selton Miguel,USOFL,33,28.5,14.7,5,12.2,0.411,2.2,5.5,0.39,2.5,3.1,0.802,0.4,2.8,3.2,2.2,1.2,0.3,1.8,1.7,
326,Dezi Jones,APSU,35,30.8,14.6,5.2,12.1,0.432,1.9,5.2,0.366,2.3,2.7,0.849,0.8,2.8,3.6,3.3,1.3,0.1,2,2.3,
327,Brooks Barnhizer,NWU,34,36.7,14.6,5.1,11.9,0.429,1.2,3.4,0.348,3.3,4.3,0.766,1.3,6.2,7.5,2.6,1.8,0.8,1.5,1.9,
328,Joe Octave,HC,31,30.5,14.6,4.9,11.5,0.43,1.2,4,0.293,3.6,5,0.721,1.5,4.5,6,1.9,0.6,0.2,1.8,2.2,
329,Jailen Bedford,ORU,31,30.2,14.6,5.1,12.1,0.423,2.1,5.7,0.373,2.2,2.9,0.775,1.3,5.1,6.4,0.9,0.7,0.1,1.8,2.3,
330,Lu'Cye Patterson,CHAR,31,32,14.6,5,11.4,0.436,1.3,3.8,0.35,3.3,4.4,0.757,0.7,2.7,3.4,2.5,1,0.2,1.3,2.5,
331,Zion Harmon,BTHCK,28,31,14.6,4.6,12,0.386,1.4,5.4,0.258,3.9,4.2,0.932,0.4,1.8,2.1,4,1.7,0.1,2.7,2.2,
332,Earl Timberlake,BRYNT,30,34.6,14.6,6.1,9.8,0.62,0,0.3,0.111,2.3,3.9,0.603,2.3,6.7,9,3.9,1.3,1.3,2.1,3,
333,Ayinde Hikim,UML,32,36,14.6,5.2,13.2,0.397,0.8,2.9,0.255,3.4,4.4,0.771,0.9,3.2,4.1,5.1,1.9,0.2,3.8,2.4,
334,Cam Carter,KSU,34,35.4,14.6,4.9,12.6,0.391,1.7,5.6,0.309,2.9,3.5,0.84,1.1,3.9,5,2.6,1.4,0.5,3,2.6,
335,Brandon Noel,WRST,31,34.4,14.5,5.4,10,0.535,1,2.6,0.4,2.8,3.5,0.798,1.8,6.2,8,1.6,0.8,0.8,1.8,2.4,
336,Armando Bacot,UNC,37,30.4,14.5,5.2,9.7,0.54,0.1,0.3,0.4,3.9,5.1,0.781,3.2,7.1,10.3,1.5,0.6,1.5,1.6,2.7,
337,Tyree Ihenacho,UND,21,33.3,14.5,5.1,12.8,0.401,1.4,5,0.288,2.8,4.4,0.641,1,4,5,3.9,1.4,0.6,2.2,2.7,
338,Marquis Barnett,PRSBY,31,30.7,14.5,5.1,10.3,0.498,0.8,3.1,0.263,3.5,5,0.695,1.3,3.1,4.5,2.5,1.9,0.9,2.3,2.5,
339,Lucas Taylor,GAST,31,30.7,14.5,5.5,13.4,0.407,2.1,5.8,0.354,1.5,2,0.787,0.3,2.7,3,1.8,0.6,0.3,1.7,3,
340,Anton Watson,ZAGS,35,31.4,14.5,5.8,10,0.578,0.6,1.5,0.412,2.3,3.5,0.653,2.2,4.9,7.1,2.6,1.5,0.7,1.4,2.3,
341,Ja'Kobe Walter,BAYL,35,32.3,14.5,4.1,10.9,0.376,2.1,6.3,0.341,4.1,5.2,0.792,1.3,3.1,4.4,1.4,1.1,0.2,1.3,2.1,
342,Brayden Parker,IDHST,34,30.4,14.5,5.5,10.4,0.527,1.3,3.9,0.333,2.2,3.3,0.664,1.8,4,5.8,1.4,1.1,1.4,1.7,2.8,
343,Elijah Morgan,CTDL,32,33,14.5,4.7,10.3,0.456,2.6,6.6,0.398,2.5,2.8,0.889,0.4,3.6,3.9,1.4,1.5,0,1.8,2,
344,Connor Hickman,BRDLY,31,32.3,14.5,5.3,11.3,0.467,2.4,5.9,0.402,1.5,2.2,0.701,0.4,3,3.4,2.9,1.2,0.2,1.9,1.4,
345,Tucker Anderson,UCA,31,30.9,14.5,4.8,11.5,0.415,2.4,6.4,0.381,2.5,3.1,0.813,0.8,2.9,3.7,1.5,0.9,0.5,1.2,2.4,
346,Fardaws Aimaq,Cal,32,32.1,14.5,5.6,12.1,0.464,0.5,1.7,0.302,2.8,4.3,0.65,3.5,7.5,11,2.1,0.9,1,2.5,3,
347,Yohan Traore,UCSB,30,28.8,14.5,5.3,9,0.583,0,0.2,0,3.9,5.7,0.686,1.6,3.5,5.1,0.4,0.2,0.4,1.7,2,
348,Ziggy Reid,YSU,31,28.7,14.5,5,10.9,0.456,1.5,4,0.366,3.1,3.7,0.819,1.8,3.1,4.9,1.9,0.5,0.5,1.5,2.4,
349,Geronimo Rubio De La Rosa,COM,25,30.8,14.4,4.6,10.5,0.443,2.3,5.8,0.396,2.9,3.5,0.818,0.6,3.2,3.8,2.7,1.6,0.1,1.9,1,
350,Taje' Kelly,CHASO,30,30.7,14.4,5.5,11.5,0.475,0.5,1.3,0.385,3,4.5,0.672,2.3,5.3,7.6,1.5,0.4,0.5,2.8,2.6,
351,Markeese Hastings,RMU,31,30.7,14.4,5.5,10.6,0.515,0.8,2,0.387,2.7,3.6,0.735,2.9,5,7.8,1.7,0.8,0.7,2.5,2.4,
352,Peter Filipovity,MAINE,32,27.1,14.4,5.5,9.8,0.562,0.3,1.4,0.244,3.1,4.1,0.754,1.9,5.8,7.6,0.9,1.2,0.2,1.3,1.8,
353,Obinna Anochili,MARSH,30,30.5,14.4,4.9,11,0.444,1,3.1,0.326,3.7,5.5,0.667,1.5,4.4,5.9,1.6,1,1,1.6,2.9,
354,Arthur Kaluma,KSU,33,34.5,14.4,4.6,10.8,0.427,1.5,4.5,0.345,3.6,4.8,0.747,1.4,5.6,7,2,0.8,0.5,2.8,2.3,
355,Tyler Cochran,U of T,32,29.8,14.4,5.7,11.6,0.495,0.9,2.5,0.346,2.1,2.9,0.702,1.7,4.8,6.4,2.1,1.9,0.2,2.2,2.6,
356,Treysen Eaglestaff,UND,32,28.6,14.4,5,11.5,0.434,2.5,6.5,0.383,1.9,2.3,0.811,0.6,1.7,2.3,1.5,0.7,0.4,1.8,1.4,
357,Walyn Napper,LONG,35,32.8,14.4,5.7,12.6,0.45,0.7,2.7,0.253,2.3,3.7,0.623,1.1,2.9,4,4.5,1.5,0.3,2.8,2.2,
358,Adama-Alpha Bal,SCU,30,31.2,14.4,4.6,10.7,0.433,1.7,4.9,0.354,3.4,4.1,0.821,0.4,2.8,3.2,3.1,0.9,0.2,2.3,2.3,
359,P.J. Henry,TEXSO,29,27.6,14.3,5.3,13.4,0.399,2.3,6.6,0.349,1.3,2,0.684,0.4,2.2,2.7,2.3,1.8,0.1,2,1.3,
360,Tyler Bilodeau,ORST,32,29.8,14.3,5.3,10,0.533,0.9,2.7,0.345,2.7,3.4,0.798,0.9,4.8,5.7,1.2,0.6,0.4,1.5,2.9,
361,Cam Spencer,UConn,40,32.8,14.3,4.9,10.1,0.484,2.5,5.6,0.44,2.1,2.3,0.911,1.1,3.8,4.9,3.6,1.5,0.3,1,2.2,
362,Kenyon Giles,RADF,32,32.2,14.3,5.7,13.6,0.416,1.6,5.2,0.305,1.4,1.7,0.818,0.3,1.7,2,2.8,1,0.1,1.7,1.8,
363,Reece Beekman,UVA,34,32.8,14.3,5.3,11.9,0.443,0.9,2.9,0.31,2.8,3.7,0.754,0.4,3.3,3.6,6.2,2,0.5,2.1,1.3,
364,David Early,TNTCH,17,32.2,14.3,5,10.9,0.457,1.8,4.9,0.369,2.5,3,0.824,0.1,2.4,2.5,1.2,1.2,0.1,1.5,1.7,
365,Dominick Harris,LOYMR,24,28.5,14.3,4.7,10.9,0.429,2.7,6,0.448,2.3,2.9,0.783,0.6,2.7,3.3,1,0.5,0.1,1.9,2.3,
366,Lahat Thioune,SODAK,31,26.9,14.3,6.1,10.6,0.573,0,0,0,2.1,2.9,0.714,3.4,5.9,9.3,0.8,0.5,0.5,2.7,2.4,
367,Sahvir Wheeler,UWASH,31,33.9,14.3,5.6,12.9,0.436,0.8,2.9,0.267,2.2,3.5,0.645,0.5,3,3.5,6.1,1.3,0.2,3.3,2.6,
368,Jared McCain,DUKE,36,31.6,14.3,4.9,10.5,0.462,2.4,5.8,0.414,2.1,2.4,0.885,0.8,4.2,5,1.9,1.1,0.1,1.3,1.6,
369,Jlynn Counter,IUI,29,30.5,14.3,5.2,11.5,0.449,0.9,2.7,0.325,3.1,4,0.767,0.6,3.3,3.9,3,1.5,0.2,3.4,2,
370,A'lahn Sumler,CHASO,29,29.6,14.2,5.1,12.8,0.401,2,6.1,0.326,2,2.7,0.722,0.6,2.5,3.1,1.7,0.9,0.3,1.6,1.9,
371,Jonathan Mogbo,SANFR,34,28.9,14.2,6.1,9.5,0.636,0,0.1,0,2.1,3.1,0.692,3.3,6.8,10.1,3.6,1.6,0.8,1.8,2.6,
372,Seth Towns,HWRD,32,32.4,14.2,4.1,11.2,0.368,2.1,6.1,0.347,3.8,4.6,0.842,1.2,5.4,6.5,2.5,1,0.4,2,3,
373,Bash Wieland,BELL,23,31.9,14.2,5.7,10.9,0.518,0.5,2,0.239,2.4,3,0.812,1.3,4,5.3,2.2,0.8,0.1,1.1,2.3,
374,Trae Broadnax,USCU,30,31.5,14.2,5.3,11.4,0.465,1,3,0.337,2.6,3.6,0.716,0.5,3.7,4.2,3.5,1,0.2,2.3,2.7,
375,Wynston Tabbs,MORST,25,25.1,14.2,4.8,12.2,0.395,1.8,5.2,0.341,2.8,3.2,0.888,0.5,2.5,3,1.8,1.1,0.2,2.8,2.3,
376,Kyle Rode,LBRTY,32,30.6,14.2,4.8,12.1,0.401,3.1,8.1,0.388,1.4,1.8,0.759,1,3.9,4.9,2.5,0.8,0.1,1.1,2.1,
377,"Ace Baldwin, Jr.",PENST,33,35.9,14.2,4.4,11.4,0.389,1.5,4.4,0.329,3.9,4.7,0.826,0.6,2.1,2.7,6,2.7,0.3,2.6,1.9,
378,Jax Robinson,BYU,33,26.4,14.2,5,11.7,0.426,2.5,6.9,0.354,1.8,2,0.908,0.4,2.1,2.5,1.3,0.7,0.4,1.5,1.8,
379,Idan Tretout,IONA,28,28.1,14.2,4.7,12,0.394,2.1,5.9,0.36,2.6,3.9,0.673,0.5,2.4,2.9,2.3,1.5,0.2,2.1,2.4,
380,"Jamal Mashburn, Jr.",UNM,28,29.6,14.1,4.6,12.7,0.36,1.4,4.5,0.317,3.6,4.2,0.847,0.3,1.9,2.1,1.5,0.4,0.1,1.3,1.1,
381,Kelton Talford,WIN,31,27.1,14.1,4.9,7.9,0.624,0.1,0.3,0.25,4.2,6.1,0.691,2.1,3.6,5.7,1.1,0.5,0.6,2.1,2,
382,Danny Wolf,YALE,32,30.8,14.1,5.5,11.7,0.472,0.9,2.6,0.345,2.2,3.1,0.717,2,7.7,9.7,2.4,1,1.3,2.3,2,
383,Shamar Wright,SIUE,32,33.5,14.1,4.9,11,0.447,1.3,4,0.328,3,4.6,0.658,1.3,3.2,4.6,1.1,1.6,0.5,1.5,2.6,
384,Jaden House,URI,32,28.1,14.1,4.9,10.9,0.451,1.3,4,0.331,2.9,4.3,0.674,0.5,2.7,3.2,1.4,0.7,0.3,2.1,2.6,
385,"Meechie Johnson, Jr.",SOCAR,33,29,14.1,4.7,11.8,0.399,1.8,5.7,0.321,2.8,3.6,0.788,0.7,3.5,4.1,2.9,0.9,0.1,1.6,2.2,
386,Donovan Dent,UNM,35,31.3,14.1,5.6,10.7,0.52,0.4,1.1,0.375,2.5,3.7,0.682,0.4,2.1,2.5,5.4,1.5,0.7,2.3,1.9,
387,Atin Wright,DRAKE,35,30.8,14.1,4.8,10.5,0.458,1.9,4.6,0.406,2.6,3.1,0.818,0.6,1.7,2.3,1.9,1.1,0.1,1.2,1.9,
388,Isaiah Thompson,FGCU,24,30.1,14.1,4,9.7,0.416,2.4,6.2,0.385,3.6,4.3,0.837,0.3,1.7,1.9,2,1.1,0,2,1.2,
389,Ja'Darius Harris,NCCU,26,29.3,14.1,4.6,10.2,0.451,1.1,3.2,0.337,3.8,4.5,0.831,0.8,2.5,3.3,1.9,0.9,0,2,1.6,
390,K.J. Johnson,UNA,29,28.3,14.1,4.2,9.6,0.434,0.9,2.8,0.325,4.8,6.2,0.773,0.4,2.3,2.7,2.1,0.3,0.1,1.3,1.6,
391,Shykeim Phillips,UNCW,31,26.3,14.1,5.5,10.5,0.525,0.4,1.2,0.342,2.7,3.3,0.806,0.7,2.5,3.2,3.7,1.9,0.2,1,2.6,
392,Boden Skunberg,NDSU,31,33.9,14.1,5,12.2,0.408,1.6,4.6,0.34,2.5,3.2,0.79,0.8,4.6,5.4,2.1,0.6,0,1.9,1.6,
393,Seth Hubbard,WMY,31,30.9,14.1,4.8,13.2,0.368,2.2,6.9,0.321,2.2,2.7,0.798,0.8,2.6,3.4,1.6,1.1,0.3,1.4,2,
394,Quinton Mincey,UML,32,27.1,14.1,4.5,9.1,0.493,1.4,3.9,0.349,3.7,4.8,0.761,1.2,5.4,6.6,1,0.7,0.6,1.3,1.1,
395,Jayvis Harvey,TNTCH,28,34.8,14,4.3,10.3,0.419,1.9,5.1,0.364,3.5,4.5,0.792,0.7,3.1,3.9,3,1.1,0.4,1.9,2.5,
396,Darius Maddox,GMU,29,33.9,14,4.7,10.7,0.443,2.3,5.6,0.414,2.3,2.7,0.857,1,2.4,3.4,1.8,0.6,0.3,1.3,2.3,
397,Devontae Blanton,EKU,30,30.5,14,5.6,13.4,0.419,0.5,1.7,0.308,2.2,3.2,0.698,1.7,3.6,5.3,2.5,0.7,0.3,1.9,1.5,
398,Will Thomas,MORST,30,28.1,14,5.4,11.4,0.471,0.4,2,0.203,2.9,3.4,0.853,0.8,3.2,4,1.9,1,0.5,1.9,2.3,
399,Jaylen Forbes,TULAN,30,33.9,14,4.4,11.4,0.382,2.6,7.3,0.352,2.7,3.6,0.766,0.7,3.1,3.8,1.8,1.4,0.3,1.9,2.7,
400,Brandon Johnson,ECAR,31,34.7,14,4.6,11.1,0.42,2.1,5.7,0.365,2.6,3.6,0.739,2.5,6.1,8.6,1.6,1.7,0.5,1.7,2.2,
401,Akuel Kot,UWYOM,32,34,14,4.8,11.2,0.433,1.9,5,0.379,2.4,2.8,0.867,0.3,2.3,2.5,2,0.6,0.2,2.3,1.6,
402,Gabe Dorsey,W&M,33,31.8,14,4.2,10.7,0.387,3.4,9.4,0.365,2.3,2.6,0.894,0.3,2.7,3,0.7,0.6,0.1,0.8,2.1,
403,Miguel Tomley,IDHST,34,31.4,14,4.9,11.5,0.425,2.5,6.5,0.383,1.8,2.3,0.779,0.3,2.7,3,1.9,0.8,0.1,1.5,1.3,
404,Dhashon Dyson,BTHCK,34,33.1,14,4.9,14.1,0.349,1.8,5.2,0.345,2.4,3.1,0.748,1,2.6,3.5,1.9,1.7,0,1.9,1.9,
405,Max Shulga,VCU,37,32.8,14,3.9,8.8,0.446,2.3,5.6,0.415,3.8,4.4,0.876,0.4,4.3,4.6,3.6,0.9,0.3,2,1.9,
